,date,home_team,away_team,home_team_continent,away_team_continent,home_score,away_score,tournament,city,country,shoot_out,winning_team,losing_team,goals
3158,2009-09-05,Cyprus,Republic of Ireland,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Nicosia,Cyprus,No,Republic of Ireland,Cyprus,3.0
3159,2009-09-05,Denmark,Portugal,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,No,Draw,Draw,2.0
3160,2009-09-05,France,Romania,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Saint-Denis,France,No,Draw,Draw,2.0
3161,2009-09-05,Gabon,Cameroon,Africa,Africa,0.0,2.0,FIFA World Cup qualification,Libreville,Gabon,No,Cameroon,Gabon,2.0
3162,2009-09-05,Georgia,Italy,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Tbilisi,Georgia,No,Italy,Georgia,2.0
3163,2009-09-05,Honduras,Trinidad and Tobago,North America,South America,4.0,1.0,FIFA World Cup qualification,San Pedro Sula,Honduras,No,Honduras,Trinidad and Tobago,5.0
3164,2009-09-05,Hungary,Sweden,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Budapest,Hungary,No,Sweden,Hungary,3.0
3165,2009-09-05,Iceland,Norway,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Reykjavík,Iceland,No,Draw,Draw,2.0
3166,2009-09-05,Israel,Latvia,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Ramat-Gan,Israel,No,Latvia,Israel,1.0
3167,2009-09-05,Côte d'Ivoire,Burkina Faso,Africa,Africa,5.0,0.0,FIFA World Cup qualification,Abidjan,Côte d'Ivoire,No,Côte d'Ivoire,Burkina Faso,5.0
3168,2009-09-05,Malawi,Guinea,Africa,Africa,2.0,1.0,FIFA World Cup qualification,Blantyre,Malawi,No,Malawi,Guinea,3.0
3169,2009-09-05,Moldova,Luxembourg,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Chișinău,Moldova,No,Draw,Draw,0.0
3170,2009-09-05,Paraguay,Bolivia,South America,South America,1.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,No,Paraguay,Bolivia,1.0
3171,2009-09-05,Peru,Uruguay,South America,South America,1.0,0.0,FIFA World Cup qualification,Lima,Peru,No,Peru,Uruguay,1.0
3172,2009-09-05,Poland,Northern Ireland,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Chorzów,Poland,No,Draw,Draw,2.0
3173,2009-09-05,Russia,Liechtenstein,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Saint Petersburg,Russia,No,Russia,Liechtenstein,3.0
3174,2009-09-05,Rwanda,Egypt,Africa,Africa,0.0,1.0,FIFA World Cup qualification,Kigali,Rwanda,No,Egypt,Rwanda,1.0
3175,2009-09-05,Scotland,North Macedonia,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,No,Scotland,North Macedonia,2.0
3176,2009-09-05,Slovakia,Czech Republic,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Bratislava,Slovakia,No,Draw,Draw,4.0
3177,2009-09-05,Spain,Belgium,Europe,Europe,5.0,0.0,FIFA World Cup qualification,La Coruña,Spain,No,Spain,Belgium,5.0
3178,2009-09-05,Switzerland,Greece,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Basel,Switzerland,No,Switzerland,Greece,2.0
3179,2009-09-05,Turkey,Estonia,Europe,Europe,4.0,2.0,FIFA World Cup qualification,Kayseri,Turkey,No,Turkey,Estonia,6.0
3180,2009-09-05,Ukraine,Andorra,Europe,Europe,5.0,0.0,FIFA World Cup qualification,Kyiv,Ukraine,No,Ukraine,Andorra,5.0
3181,2009-09-05,USA,El Salvador,North America,North America,2.0,1.0,FIFA World Cup qualification,Sandy City,USA,No,USA,El Salvador,3.0
3182,2009-09-06,Algeria,Zambia,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Blida,Algeria,No,Algeria,Zambia,1.0
3183,2009-09-06,Benin,Mali,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Cotonou,Benin,No,Draw,Draw,2.0
3184,2009-09-06,Ghana,Sudan,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Accra,Ghana,No,Ghana,Sudan,2.0
3185,2009-09-06,Mozambique,Kenya,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Maputo,Mozambique,No,Mozambique,Kenya,1.0
3186,2009-09-06,Nigeria,Tunisia,Africa,Africa,2.0,2.0,FIFA World Cup qualification,Abuja,Nigeria,No,Draw,Draw,4.0
3187,2009-09-06,Togo,Morocco,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Lomé,Togo,No,Draw,Draw,2.0
3188,2009-09-09,Albania,Denmark,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Tirana,Albania,No,Draw,Draw,2.0
3189,2009-09-09,Andorra,Kazakhstan,Europe,Europe,1.0,3.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,No,Kazakhstan,Andorra,4.0
3190,2009-09-09,Armenia,Belgium,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Yerevan,Armenia,No,Armenia,Belgium,3.0
3191,2009-09-09,Belarus,Ukraine,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Minsk,Belarus,No,Draw,Draw,0.0
3192,2009-09-09,Bolivia,Ecuador,South America,South America,1.0,3.0,FIFA World Cup qualification,La Paz,Bolivia,No,Ecuador,Bolivia,4.0
3193,2009-09-09,Bosnia and Herzegovina,Turkey,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,No,Draw,Draw,2.0
3194,2009-09-09,Cameroon,Gabon,Africa,Africa,2.0,1.0,FIFA World Cup qualification,Yaoundé,Cameroon,No,Cameroon,Gabon,3.0
3195,2009-09-09,Czech Republic,San Marino,Europe,Europe,7.0,0.0,FIFA World Cup qualification,Uherské Hradiště,Czech Republic,No,Czech Republic,San Marino,7.0
3196,2009-09-09,El Salvador,Costa Rica,North America,North America,1.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,No,El Salvador,Costa Rica,1.0
3197,2009-09-09,England,Croatia,Europe,Europe,5.0,1.0,FIFA World Cup qualification,London,England,No,England,Croatia,6.0
3198,2009-09-09,Faroe Islands,Lithuania,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Toftir,Faroe Islands,No,Faroe Islands,Lithuania,3.0
3199,2009-09-09,Germany,Azerbaijan,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Hanover,Germany,No,Germany,Azerbaijan,4.0
3200,2009-09-09,Hungary,Portugal,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Budapest,Hungary,No,Portugal,Hungary,1.0
3201,2009-09-09,Israel,Luxembourg,Europe,Europe,7.0,0.0,FIFA World Cup qualification,Ramat-Gan,Israel,No,Israel,Luxembourg,7.0
3202,2009-09-09,Italy,Bulgaria,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Turin,Italy,No,Italy,Bulgaria,2.0
3203,2009-09-09,Latvia,Switzerland,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Riga,Latvia,No,Draw,Draw,4.0
3204,2009-09-09,Liechtenstein,Finland,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Vaduz,Liechtenstein,No,Draw,Draw,2.0
3205,2009-09-09,Malta,Sweden,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Attard,Malta,No,Sweden,Malta,1.0
3206,2009-09-09,Mexico,Honduras,North America,North America,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,No,Mexico,Honduras,1.0
3207,2009-09-09,Moldova,Greece,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Chișinău,Moldova,No,Draw,Draw,2.0
3208,2009-09-09,Montenegro,Cyprus,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Podgorica,Montenegro,No,Draw,Draw,2.0
3209,2009-09-09,Northern Ireland,Slovakia,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Belfast,Northern Ireland,No,Slovakia,Northern Ireland,2.0
3210,2009-09-09,Norway,North Macedonia,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Oslo,Norway,No,Norway,North Macedonia,3.0
3211,2009-09-09,Romania,Austria,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Bucharest,Romania,No,Draw,Draw,2.0
3212,2009-09-09,Saudi Arabia,Bahrain,Asia,Asia,2.0,2.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,No,Draw,Draw,4.0
3213,2009-09-09,Scotland,Netherlands,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,No,Netherlands,Scotland,1.0
3214,2009-09-09,Serbia,France,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Belgrade,Serbia,No,Draw,Draw,2.0
3215,2009-09-09,Slovenia,Poland,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Maribor,Slovenia,No,Slovenia,Poland,3.0
3216,2009-09-09,Spain,Estonia,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Mérida,Spain,No,Spain,Estonia,3.0
3217,2009-09-09,Trinidad and Tobago,USA,South America,North America,0.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,USA,Trinidad and Tobago,1.0
3218,2009-09-09,Wales,Russia,Europe,Europe,1.0,3.0,FIFA World Cup qualification,Cardiff,Wales,No,Russia,Wales,4.0
3219,2009-09-09,Uruguay,Colombia,South America,South America,3.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Uruguay,Colombia,4.0
3220,2009-09-09,Paraguay,Argentina,South America,South America,1.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,No,Paraguay,Argentina,1.0
3221,2009-09-09,Brazil,Chile,South America,South America,4.0,2.0,FIFA World Cup qualification,Salvador,Brazil,No,Brazil,Chile,6.0
3222,2009-09-09,Venezuela,Peru,South America,South America,3.0,1.0,FIFA World Cup qualification,Puerto la Cruz,Venezuela,No,Venezuela,Peru,4.0
3223,2009-10-10,Argentina,Peru,South America,South America,2.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,No,Argentina,Peru,3.0
3224,2009-10-10,Armenia,Spain,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Yerevan,Armenia,No,Spain,Armenia,3.0
3225,2009-10-10,Austria,Lithuania,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Innsbruck,Austria,No,Austria,Lithuania,3.0
3226,2009-10-10,Bahrain,New Zealand,Asia,Oceania,0.0,0.0,FIFA World Cup qualification,Riffa,Bahrain,No,Draw,Draw,0.0
3227,2009-10-10,Belarus,Kazakhstan,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Brest,Belarus,No,Belarus,Kazakhstan,4.0
3228,2009-10-10,Belgium,Turkey,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Brussels,Belgium,No,Belgium,Turkey,2.0
3229,2009-10-10,Cameroon,Togo,Africa,Africa,3.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,No,Cameroon,Togo,3.0
3230,2009-10-10,Colombia,Chile,South America,South America,2.0,4.0,FIFA World Cup qualification,Medellín,Colombia,No,Chile,Colombia,6.0
3231,2009-10-10,Costa Rica,Trinidad and Tobago,North America,South America,4.0,0.0,FIFA World Cup qualification,San José,Costa Rica,No,Costa Rica,Trinidad and Tobago,4.0
3232,2009-10-10,Cyprus,Bulgaria,Europe,Europe,4.0,1.0,FIFA World Cup qualification,Larnaca,Cyprus,No,Cyprus,Bulgaria,5.0
3233,2009-10-10,Czech Republic,Poland,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,No,Czech Republic,Poland,2.0
3234,2009-10-10,Denmark,Sweden,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,No,Denmark,Sweden,1.0
3235,2009-10-10,Ecuador,Uruguay,South America,South America,1.0,2.0,FIFA World Cup qualification,Quito,Ecuador,No,Uruguay,Ecuador,3.0
3236,2009-10-10,Estonia,Bosnia and Herzegovina,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Tallinn,Estonia,No,Bosnia and Herzegovina,Estonia,2.0
3237,2009-10-10,Finland,Wales,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Helsinki,Finland,No,Finland,Wales,3.0
3238,2009-10-10,France,Faroe Islands,Europe,Europe,5.0,0.0,FIFA World Cup qualification,Guingamp,France,No,France,Faroe Islands,5.0
3239,2009-10-10,Gabon,Morocco,Africa,Africa,3.0,1.0,FIFA World Cup qualification,Libreville,Gabon,No,Gabon,Morocco,4.0
3240,2009-10-10,Greece,Latvia,Europe,Europe,5.0,2.0,FIFA World Cup qualification,Athens,Greece,No,Greece,Latvia,7.0
3241,2009-10-10,Honduras,USA,North America,North America,2.0,3.0,FIFA World Cup qualification,San Pedro Sula,Honduras,No,USA,Honduras,5.0
3242,2009-10-10,Republic of Ireland,Italy,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Dublin,Republic of Ireland,No,Draw,Draw,4.0
3243,2009-10-10,Israel,Moldova,Europe,Europe,3.0,1.0,FIFA World Cup qualification,Ramat-Gan,Israel,No,Israel,Moldova,4.0
3244,2009-10-10,Liechtenstein,Azerbaijan,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Vaduz,Liechtenstein,No,Azerbaijan,Liechtenstein,2.0
3245,2009-10-10,Luxembourg,Switzerland,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Luxembourg,Luxembourg,No,Switzerland,Luxembourg,3.0
3246,2009-10-10,Malawi,Côte d'Ivoire,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Blantyre,Malawi,No,Draw,Draw,2.0
3247,2009-10-10,Mexico,El Salvador,North America,North America,4.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,No,Mexico,El Salvador,5.0
3248,2009-10-10,Montenegro,Georgia,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Podgorica,Montenegro,No,Montenegro,Georgia,3.0
3249,2009-10-10,Portugal,Hungary,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,No,Portugal,Hungary,3.0
3250,2009-10-10,Russia,Germany,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Moscow,Russia,No,Germany,Russia,1.0
3251,2009-10-10,Serbia,Romania,Europe,Europe,5.0,0.0,FIFA World Cup qualification,Belgrade,Serbia,No,Serbia,Romania,5.0
3252,2009-10-10,Slovakia,Slovenia,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Bratislava,Slovakia,No,Slovenia,Slovakia,2.0
3253,2009-10-10,Ukraine,England,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Dnipropetrovs'k,Ukraine,No,Ukraine,England,1.0
3254,2009-10-10,Venezuela,Paraguay,South America,South America,1.0,2.0,FIFA World Cup qualification,Puerto Ordaz,Venezuela,No,Paraguay,Venezuela,3.0
3255,2009-10-10,Zambia,Egypt,Africa,Africa,0.0,1.0,FIFA World Cup qualification,Chililabombwe,Zambia,No,Egypt,Zambia,1.0
3256,2009-10-11,Algeria,Rwanda,Africa,Africa,3.0,1.0,FIFA World Cup qualification,Blida,Algeria,No,Algeria,Rwanda,4.0
3257,2009-10-11,Benin,Ghana,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Cotonou,Benin,No,Benin,Ghana,1.0
3258,2009-10-11,Guinea,Burkina Faso,Africa,Africa,1.0,2.0,FIFA World Cup qualification,Accra,Ghana,No,Burkina Faso,Guinea,3.0
3259,2009-10-11,Mali,Sudan,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Bamako,Mali,No,Mali,Sudan,1.0
3260,2009-10-11,Nigeria,Mozambique,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Abuja,Nigeria,No,Nigeria,Mozambique,1.0
3261,2009-10-11,Bolivia,Brazil,South America,South America,2.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,No,Bolivia,Brazil,3.0
3262,2009-10-14,Andorra,Ukraine,Europe,Europe,0.0,6.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,No,Ukraine,Andorra,6.0
3263,2009-10-14,Azerbaijan,Russia,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Baku,Azerbaijan,No,Draw,Draw,2.0
3264,2009-10-14,Bosnia and Herzegovina,Spain,Europe,Europe,2.0,5.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,No,Spain,Bosnia and Herzegovina,7.0
3265,2009-10-14,Brazil,Venezuela,South America,South America,0.0,0.0,FIFA World Cup qualification,Campo Grande,Brazil,No,Draw,Draw,0.0
3266,2009-10-14,Bulgaria,Georgia,Europe,Europe,6.0,2.0,FIFA World Cup qualification,Sofia,Bulgaria,No,Bulgaria,Georgia,8.0
3267,2009-10-14,Chile,Ecuador,South America,South America,1.0,0.0,FIFA World Cup qualification,Santiago,Chile,No,Chile,Ecuador,1.0
3268,2009-10-14,Czech Republic,Northern Ireland,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,No,Draw,Draw,0.0
3269,2009-10-14,Denmark,Hungary,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,No,Hungary,Denmark,1.0
3270,2009-10-14,El Salvador,Honduras,North America,North America,0.0,1.0,FIFA World Cup qualification,San Salvador,El Salvador,No,Honduras,El Salvador,1.0
3271,2009-10-14,England,Belarus,Europe,Europe,3.0,0.0,FIFA World Cup qualification,London,England,No,England,Belarus,3.0
3272,2009-10-14,Estonia,Belgium,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Tallinn,Estonia,No,Estonia,Belgium,2.0
3273,2009-10-14,France,Austria,Europe,Europe,3.0,1.0,FIFA World Cup qualification,Saint-Denis,France,No,France,Austria,4.0
3274,2009-10-14,Germany,Finland,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Hamburg,Germany,No,Draw,Draw,2.0
3275,2009-10-14,Greece,Luxembourg,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Athens,Greece,No,Greece,Luxembourg,3.0
3276,2009-10-14,Republic of Ireland,Montenegro,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,No,Draw,Draw,0.0
3277,2009-10-14,Italy,Cyprus,Europe,Europe,3.0,2.0,FIFA World Cup qualification,Parma,Italy,No,Italy,Cyprus,5.0
3278,2009-10-14,Kazakhstan,Croatia,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Astana,Kazakhstan,No,Croatia,Kazakhstan,3.0
3279,2009-10-14,Latvia,Moldova,Europe,Europe,3.0,2.0,FIFA World Cup qualification,Riga,Latvia,No,Latvia,Moldova,5.0
3280,2009-10-14,Liechtenstein,Wales,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Vaduz,Liechtenstein,No,Wales,Liechtenstein,2.0
3281,2009-10-14,Lithuania,Serbia,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Marijampolė,Lithuania,No,Lithuania,Serbia,3.0
3282,2009-10-14,Paraguay,Colombia,South America,South America,0.0,2.0,FIFA World Cup qualification,Asunción,Paraguay,No,Colombia,Paraguay,2.0
3283,2009-10-14,Peru,Bolivia,South America,South America,1.0,0.0,FIFA World Cup qualification,Lima,Peru,No,Peru,Bolivia,1.0
3284,2009-10-14,Poland,Slovakia,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Chorzów,Poland,No,Slovakia,Poland,1.0
3285,2009-10-14,Portugal,Malta,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Guimarães,Portugal,No,Portugal,Malta,4.0
3286,2009-10-14,Romania,Faroe Islands,Europe,Europe,3.0,1.0,FIFA World Cup qualification,Piatra Neamţ,Romania,No,Romania,Faroe Islands,4.0
3287,2009-10-14,San Marino,Slovenia,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Serravalle,San Marino,No,Slovenia,San Marino,3.0
3288,2009-10-14,Sweden,Albania,Europe,Europe,4.0,1.0,FIFA World Cup qualification,Solna,Sweden,No,Sweden,Albania,5.0
3289,2009-10-14,Switzerland,Israel,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Basel,Switzerland,No,Draw,Draw,0.0
3290,2009-10-14,Trinidad and Tobago,Mexico,South America,North America,2.0,2.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Draw,Draw,4.0
3291,2009-10-14,Turkey,Armenia,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Bursa,Turkey,No,Turkey,Armenia,2.0
3292,2009-10-14,Uruguay,Argentina,South America,South America,0.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Argentina,Uruguay,1.0
3293,2009-10-14,USA,Costa Rica,North America,North America,2.0,2.0,FIFA World Cup qualification,Washington,USA,No,Draw,Draw,4.0
3294,2009-11-14,Burkina Faso,Malawi,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,No,Burkina Faso,Malawi,1.0
3295,2009-11-14,Costa Rica,Uruguay,North America,South America,0.0,1.0,FIFA World Cup qualification,San José,Costa Rica,No,Uruguay,Costa Rica,1.0
3296,2009-11-14,Egypt,Algeria,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Cairo,Egypt,No,Egypt,Algeria,2.0
3297,2009-11-14,Greece,Ukraine,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Athens,Greece,No,Draw,Draw,0.0
3298,2009-11-14,Republic of Ireland,France,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,No,France,Republic of Ireland,1.0
3299,2009-11-14,Côte d'Ivoire,Guinea,Africa,Africa,3.0,0.0,FIFA World Cup qualification,Abidjan,Côte d'Ivoire,No,Côte d'Ivoire,Guinea,3.0
3300,2009-11-14,Kenya,Nigeria,Africa,Africa,2.0,3.0,FIFA World Cup qualification,Nairobi,Kenya,No,Nigeria,Kenya,5.0
3301,2009-11-14,Morocco,Cameroon,Africa,Africa,0.0,2.0,FIFA World Cup qualification,Fès,Morocco,No,Cameroon,Morocco,2.0
3302,2009-11-14,Mozambique,Tunisia,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Maputo,Mozambique,No,Mozambique,Tunisia,1.0
3303,2009-11-14,New Zealand,Bahrain,Oceania,Asia,1.0,0.0,FIFA World Cup qualification,Wellington,New Zealand,No,New Zealand,Bahrain,1.0
3304,2009-11-14,Portugal,Bosnia and Herzegovina,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,No,Portugal,Bosnia and Herzegovina,1.0
3305,2009-11-14,Russia,Slovenia,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Moscow,Russia,No,Russia,Slovenia,3.0
3306,2009-11-14,Rwanda,Zambia,Africa,Africa,0.0,0.0,FIFA World Cup qualification,Kigali,Rwanda,No,Draw,Draw,0.0
3307,2009-11-14,Sudan,Benin,Africa,Africa,1.0,2.0,FIFA World Cup qualification,Omdurman,Sudan,No,Benin,Sudan,3.0
3308,2009-11-14,Togo,Gabon,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Lomé,Togo,No,Togo,Gabon,1.0
3309,2009-11-15,Ghana,Mali,Africa,Africa,2.0,2.0,FIFA World Cup qualification,Kumasi,Ghana,No,Draw,Draw,4.0
3310,2009-11-18,Algeria,Egypt,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Omdurman,Sudan,No,Algeria,Egypt,1.0
3311,2009-11-18,Bosnia and Herzegovina,Portugal,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,No,Portugal,Bosnia and Herzegovina,1.0
3312,2009-11-18,France,Republic of Ireland,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Saint-Denis,France,No,Draw,Draw,2.0
3313,2009-11-18,Slovenia,Russia,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Maribor,Slovenia,No,Slovenia,Russia,1.0
3314,2009-11-18,Ukraine,Greece,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Donets'k,Ukraine,No,Greece,Ukraine,1.0
3315,2009-11-18,Uruguay,Costa Rica,South America,North America,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Draw,Draw,2.0
3316,2010-06-11,South Africa,Mexico,Africa,North America,1.0,1.0,FIFA World Cup,Johannesburg,South Africa,No,Draw,Draw,2.0
3317,2010-06-11,Uruguay,France,South America,Europe,0.0,0.0,FIFA World Cup,Cape Town,South Africa,No,Draw,Draw,0.0
3318,2010-06-12,Argentina,Nigeria,South America,Africa,1.0,0.0,FIFA World Cup,Johannesburg,South Africa,No,Argentina,Nigeria,1.0
3319,2010-06-12,England,USA,Europe,North America,1.0,1.0,FIFA World Cup,Rustenburg,South Africa,No,Draw,Draw,2.0
3320,2010-06-12,Korea Republic,Greece,Asia,Europe,2.0,0.0,FIFA World Cup,Port Elizabeth,South Africa,No,Korea Republic,Greece,2.0
3321,2010-06-13,Algeria,Slovenia,Africa,Europe,0.0,1.0,FIFA World Cup,Polokwane,South Africa,No,Slovenia,Algeria,1.0
3322,2010-06-13,Germany,Australia,Europe,Oceania,4.0,0.0,FIFA World Cup,Durban,South Africa,No,Germany,Australia,4.0
3323,2010-06-13,Serbia,Ghana,Europe,Africa,0.0,1.0,FIFA World Cup,Pretoria,South Africa,No,Ghana,Serbia,1.0
3324,2010-06-14,Italy,Paraguay,Europe,South America,1.0,1.0,FIFA World Cup,Cape Town,South Africa,No,Draw,Draw,2.0
3325,2010-06-14,Japan,Cameroon,Asia,Africa,1.0,0.0,FIFA World Cup,Bloemfontein,South Africa,No,Japan,Cameroon,1.0
3326,2010-06-14,Netherlands,Denmark,Europe,Europe,2.0,0.0,FIFA World Cup,Johannesburg,South Africa,No,Netherlands,Denmark,2.0
3327,2010-06-15,Brazil,Korea DPR,South America,Asia,2.0,1.0,FIFA World Cup,Johannesburg,South Africa,No,Brazil,Korea DPR,3.0
3328,2010-06-15,Côte d'Ivoire,Portugal,Africa,Europe,0.0,0.0,FIFA World Cup,Port Elizabeth,South Africa,No,Draw,Draw,0.0
3329,2010-06-15,New Zealand,Slovakia,Oceania,Europe,1.0,1.0,FIFA World Cup,Rustenburg,South Africa,No,Draw,Draw,2.0
3330,2010-06-16,Honduras,Chile,North America,South America,0.0,1.0,FIFA World Cup,Nelspruit,South Africa,No,Chile,Honduras,1.0
3331,2010-06-16,South Africa,Uruguay,Africa,South America,0.0,3.0,FIFA World Cup,Pretoria,South Africa,No,Uruguay,South Africa,3.0
3332,2010-06-16,Spain,Switzerland,Europe,Europe,0.0,1.0,FIFA World Cup,Durban,South Africa,No,Switzerland,Spain,1.0
3333,2010-06-17,Argentina,Korea Republic,South America,Asia,4.0,1.0,FIFA World Cup,Johannesburg,South Africa,No,Argentina,Korea Republic,5.0
3334,2010-06-17,France,Mexico,Europe,North America,0.0,2.0,FIFA World Cup,Polokwane,South Africa,No,Mexico,France,2.0
3335,2010-06-17,Greece,Nigeria,Europe,Africa,2.0,1.0,FIFA World Cup,Bloemfontein,South Africa,No,Greece,Nigeria,3.0
3336,2010-06-18,England,Algeria,Europe,Africa,0.0,0.0,FIFA World Cup,Cape Town,South Africa,No,Draw,Draw,0.0
3337,2010-06-18,Germany,Serbia,Europe,Europe,0.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,No,Serbia,Germany,1.0
3338,2010-06-18,Slovenia,USA,Europe,North America,2.0,2.0,FIFA World Cup,Johannesburg,South Africa,No,Draw,Draw,4.0
3339,2010-06-19,Cameroon,Denmark,Africa,Europe,1.0,2.0,FIFA World Cup,Pretoria,South Africa,No,Denmark,Cameroon,3.0
3340,2010-06-19,Ghana,Australia,Africa,Oceania,1.0,1.0,FIFA World Cup,Rustenburg,South Africa,No,Draw,Draw,2.0
3341,2010-06-19,Netherlands,Japan,Europe,Asia,1.0,0.0,FIFA World Cup,Durban,South Africa,No,Netherlands,Japan,1.0
